index;Bellinzona;Blenio;Leventina;Locarno;Lugano;Mendrisio;Riviera;Vallemaggia;TI
0;1580.6393292087;27.7611027084;808.6359038913;1271.2389490233002;2488.5516177855;1993.7502445122;293.6225536461;77.6591325765;8541.858833352
1;1633.070133;28.681956;835.458867;1313.4067470000002;2571.098445;2059.884198;303.36219900000003;80.235135;8825.197680000001
2;1645.4069832086998;28.8986307084;841.7702498913;1323.3287350233;2590.5215277855;2075.4453685122;305.6539156461;80.8412625765;8891.866673352
3;1757.9791799999998;30.87576;899.36082;1413.86562;2767.7547;2217.43908;326.56554;86.3721;9500.2128
4;1933.7770979999998;33.963336;989.2969019999999;1555.252182;3044.53017;2439.1829879999996;359.22209399999997;95.00931;10450.234079999998
5;2416.4501747913;42.4406252916;1236.2265921087;1943.4449869767002;3804.4485422145003;3048.0059794878;448.88435835390004;118.7237474235;13058.625006648
6;2690.9419692087;47.2615827084;1376.6532638913;2164.2067090233004;4236.6072177855;3394.2380845122;499.87447364610006;132.2099325765;14541.993233352001
7;2737.2045792086997;48.0741027084;1400.3206538912998;2201.4136990233;4309.442867785499;3452.5917445121995;508.46830364609997;134.4828825765;14791.998833352
8;2620.0056587913;46.0157132916;1340.3631081087;2107.1557429767004;4124.9254022145005;3304.7620834878003;486.69721035390006;128.7247274235;14158.649646648
9;2445.7501362087;42.9552267084;1251.2160968913;1967.0096620233;3850.5782727855;3084.9636865121997;454.32717464610005;120.1632975765;13216.963553352
10;2336.2618049999996;41.03226;1195.2031949999998;1878.952995;3678.200325;2946.85983;433.988415;114.783975;12625.282799999999
11;2183.595192;38.350944;1117.100808;1756.1699280000003;3437.84268;2754.292752;405.628776;107.28324;11800.26432
12;2123.453799;37.294668;1086.3332010000001;1707.8008410000002;3343.156335;2678.4329940000002;394.45679700000005;104.328405;11475.25704
13;2046.3492947912998;35.9404652916;1046.8874721087;1645.7890669767;3221.7633422145;2581.1766994878;380.1337183539;100.54014742349999;11058.580206648
14;2084.9017782087;36.617570708399995;1066.6104548913;1676.7951400233;3282.4602027855;2629.8051385122;387.2953006461;102.4342875765;11266.919873351999
15;2083.3593827913;36.5904812916;1065.8213841087;1675.5546589767;3280.0318622145;2627.8596274878;387.0087823539;102.3585074235;11258.584686648
16;1970.7871859999998;34.613352;1008.2308139999999;1585.0177740000001;3102.79869;2485.8659159999997;366.097158;96.82767;10650.23856
17;1778.0261567912999;31.2278492916;909.6166101087;1429.9885249767;2799.3165722145;2242.7254714878;330.2895043539;87.3570374235;9608.547726648
18;1727.1372857913;30.3340772916;883.5824811087;1389.0608359767002;2719.1973572145002;2178.5364454878;320.83629135390004;84.8567924235;9333.541566648
19;1761.0635082087;30.9299307084;900.9387248913;1416.3462100233;2772.6106527855;2221.3295185122;327.1384906461;86.52363757650001;9516.880673352
20;1645.4069832086998;28.8986307084;841.7702498913;1323.3287350233;2590.5215277855;2075.4453685122;305.6539156461;80.8412625765;8891.866673352
21;1522.039869;26.731908;778.6571309999999;1224.109971;2396.292885;1919.835414;282.737007;74.780055;8225.18424
22;1438.767171;25.269371999999997;736.055829;1157.137389;2265.188715;1814.798826;267.268113;70.688745;7775.17416
23;1552.8817632086998;27.273590708399997;794.4354698912999;1248.9147550233;2444.8502277855;1958.7380485121998;288.46625564609997;76.2953625765;8391.855473352
24;1580.6393292087;27.7611027084;808.6359038913;1271.2389490233002;2488.5516177855;1993.7502445122;293.6225536461;77.6591325765;8541.858833352
25;1633.070133;28.681956;835.458867;1313.4067470000002;2571.098445;2059.884198;303.36219900000003;80.235135;8825.197680000001
26;1645.4069832086998;28.8986307084;841.7702498913;1323.3287350233;2590.5215277855;2075.4453685122;305.6539156461;80.8412625765;8891.866673352
27;1757.9791799999998;30.87576;899.36082;1413.86562;2767.7547;2217.43908;326.56554;86.3721;9500.2128
28;1933.7770979999998;33.963336;989.2969019999999;1555.252182;3044.53017;2439.1829879999996;359.22209399999997;95.00931;10450.234079999998
29;2416.4501747913;42.4406252916;1236.2265921087;1943.4449869767002;3804.4485422145003;3048.0059794878;448.88435835390004;118.7237474235;13058.625006648
30;2690.9419692087;47.2615827084;1376.6532638913;2164.2067090233004;4236.6072177855;3394.2380845122;499.87447364610006;132.2099325765;14541.993233352001
31;2737.2045792086997;48.0741027084;1400.3206538912998;2201.4136990233;4309.442867785499;3452.5917445121995;508.46830364609997;134.4828825765;14791.998833352
